Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	245.763	0	0
FBgn0267873	257	79.895	0	0
FBgn0267896	719	541.572	0.000307	0.001
FBgn0260225	1197	1019.2	0	0
FBgn0040928	1085	907.198	4.26179	26
FBgn0262789	532	354.675	0.838533	2
FBgn0058461	391	213.806	0.000915	0.001
FBgn0042701	620	442.631	0.006933	0.021
FBgn0263493	352	174.83	0.000767	0.001
FBgn0265917	359	181.828	0	0
FBgn0262163	610	432.64	0.687423	2
FBgn0085831	237	60.115	0	0
FBgn0267108	321	143.847	0.00093	0.001
FBgn0051032	770	592.551	13.0496	52
FBgn0266102	391	213.806	0.004178	0.006
FBgn0053867	526	348.68	0.986263	2.313
FBgn0267026	323	145.846	0	0
FBgn0267519	2689	2511.2	3551.51	59975.4
FBgn0058005	1227	1049.2	0.172771	1.219
FBgn0039979	803	625.531	7.01803	29.522
FBgn0053318	523	345.68	0	0
FBgn0053805	440	262.746	0.006366	0.011
FBgn0267419	780	602.546	0	0
FBgn0267892	760	582.554	0	0
FBgn0267902	582	404.652	0	0
FBgn0262964	777	599.548	0.496051	2
FBgn0085790	1041	863.198	0.332606	1.931
FBgn0267879	601	423.642	0	0
FBgn0085291	1130	952.198	0.144168	0.923
FBgn0263093	1195.91	1018.11	24.8875	170.394
FBgn0267952	1290	1112.2	0	0
FBgn0030117	636	458.612	0.088993	0.274
FBgn0058182	291	113.863	0	0
FBgn0052518	75	26.62	5.58609	1
FBgn0027934	1345	1167.2	0	0
FBgn0085340	423	245.763	0	0
FBgn0263744	845	667.501	0	0
FBgn0263210	221	45.585	0	0
FBtr0346869	123	58.619	3.09431	1.22
FBgn0267427	697	519.581	0	0
FBgn0263975	1131	953.198	3.58811	23
FBgn0267869	420	242.767	0.00022	0
FBgn0037560	956.769	779.219	47.8999	251
FBgn0263212	220	44.758	0	0
FBgn0085732	1478.87	1301.07	71.7779	628.017
FBgn0267593	610	432.64	0	0
FBgn0058100	394	216.801	7.59187	11.069
FBgn0264888	465	287.724	1.03365	2
FBgn0037143	1446	1268.2	0.234511	2
FBgn0262510	501	323.696	5.01708	10.921
FBgn0263771	276	98.876	0	0
FBgn0053315	421	243.766	0.610025	1
FBgn0050029	480	302.723	0	0
FBgn0085791	1041	863.198	0.03768	0.219
FBgn0085804	252	74.907	0	0
FBgn0267876	766	588.551	0	0
FBgn0267494	656	478.595	0	0
FBgn0085792	1211	1033.2	1.78433	12.398
FBgn0053013	2636	2458.2	0	0
FBgn0266211	1668	1490.2	1.29724	13
FBgn0265141	1303	1125.2	0	0
FBgn0051292	451.92	274.654	2.78102	5.137
FBgn0053294	1947.99	1770.19	2.85615	34
FBgn0000280	166	25.711	5.78364	1
FBgn0262885	102	43.779	0	0
FBgn0011812	456	278.731	0	0
FBgn0265533	403.316	226.098	0.000516	0.001
FBgn0052496	778	600.547	1.04969	4.239
FBgn0052009	3001.05	2823.25	1.30555	24.787
FBtr0347033	1076	898.198	0	0
FBgn0262688	493	315.703	0.471023	1
FBgn0053222	548.608	371.275	1.53804	3.84
FBgn0266940	581	403.652	0	0
FBgn0262565	802	624.532	0	0
FBgn0263002	361	183.827	0.808932	1
FBgn0084049	531	353.675	15.7656	37.497
FBgn0263211	352	174.83	0.000739	0.001
FBgn0267872	775	597.548	0	0
FBgn0262031	330	152.843	30.5173	31.367
FBgn0267014	274	96.878	6.17963	4.026
FBgn0039987	184	23.624	0	0
FBgn0261640	810	632.527	1.40813	5.99
FBgn0052761	71	24.278	0	0
FBgn0267863	274	96.878	0	0
FBgn0052034	74	26.034	0	0
FBgn0262795	735	557.566	0	0
FBgn0261856	450	272.735	1.09046	2
FBgn0051485	73	25.451	0	0
FBgn0267610	864	686.482	0	0
FBgn0262851	1188	1010.2	12.5553	85.293
FBgn0053416	143	62.456	6.86042	2.881
FBgn0267520	357	179.828	4.23773	5.125
FBgn0085765	30	5.388	0	0
FBgn0267424	659	481.594	0	0
FBgn0030116	1305	1127.2	0.131923	1
FBgn0031135	363	185.825	0	0
FBgn0263213	224	48.134	0	0
FBgn0267878	266	88.884	0	0
FBgn0058441	177	22.5	0	0
FBgn0267864	485	307.708	0	0
FBgn0085500	687	509.586	0	0
FBgn0085784	479	301.713	0.002339	0.005
FBgn0262848	1188	1010.2	5.73364	38.951
FBgn0063924	307	129.854	0.000437	0
FBgn0262616	554	376.664	0	0
FBgn0267891	718	540.572	0.000307	0.001
FBgn0053491	369	191.822	0.002906	0.004
FBgn0050374	600	422.643	0	0
FBtr0347034	740	562.561	0	0
FBgn0267898	414	236.774	0.000207	0
FBgn0260469	924.136	746.604	1.08983	5.472
FBgn0267874	253	75.904	0	0
FBgn0030243	4727.41	4549.6	50.6384	1549.29
FBgn0032269	1867	1689.2	0	0
FBgn0266369	2930	2752.2	18.2083	337
FBgn0032596	774.161	596.709	133.574	536
FBgn0033770	715	537.573	0.27662	1
FBgn0259237	2786	2608.2	0	0
FBgn0013685	525	347.68	1.2831	3
FBgn0031021	768	590.551	83.3471	331
FBgn0033491	3329	3151.2	7.57744	160.575
FBgn0051141	961	783.443	0	0
FBgn0284082	778	600.547	0	0
