Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	241.775	0	0
FBgn0267873	257	75.895	0	0
FBgn0267896	719	537.621	0.000253	0.001
FBgn0260225	1197	1015.31	0.029861	0.268
FBgn0040928	1085	903.307	3.63541	29
FBgn0262789	532	350.69	0.645799	2
FBgn0058461	391	209.813	0.643095	1.192
FBgn0042701	620	438.661	0.301762	1.169
FBgn0263493	352	170.832	0.000212	0
FBgn0265917	359	177.83	0	0
FBgn0262163	610	428.668	0.264161	1
FBgn0085831	237	55.985	0	0
FBgn0267108	321	139.845	0.000538	0.001
FBgn0051032	770	588.603	13.4669	70
FBgn0266102	391	209.813	2.28309	4.23
FBgn0053867	526	344.694	0.016135	0.049
FBgn0267026	323	141.843	0.000128	0
FBgn0267519	2689	2507.31	1853.1	41031.4
FBgn0058005	1227	1045.31	0.100375	0.927
FBgn0039979	803	621.583	7.7758	42.683
FBgn0053318	523	341.695	0.331399	1
FBgn0053805	440	258.756	0.00396	0.009
FBgn0267419	780	598.598	0	0
FBgn0267892	760	578.605	0.00026	0.001
FBgn0267902	582	400.677	0	0
FBgn0262964	777	595.599	0.190124	1
FBgn0085790	1041	859.307	0.485982	3.688
FBgn0267879	601	419.675	0	0
FBgn0085291	1130	948.307	0.081195	0.68
FBgn0263093	1194.62	1012.93	29.7643	266.245
FBgn0267952	1290	1108.31	0	0
FBgn0030117	636	454.644	0.067871	0.272
FBgn0058182	291	109.863	0	0
FBgn0052518	75	26.129	0	0
FBgn0027934	1345	1163.31	0	0
FBgn0085340	423	241.775	0	0
FBgn0263744	845	663.564	0	0
FBgn0263210	221	41.381	0	0
FBtr0346869	123	50.182	2.66265	1.18
FBgn0267427	697	515.627	0	0
FBgn0263975	1131	949.307	2.50497	21
FBgn0267869	420	238.778	0.000321	0.001
FBgn0037560	964.071	782.544	46.1607	319
FBgn0263212	220	40.568	0	0
FBgn0085732	1474.53	1292.83	80.6237	920.481
FBgn0267593	610	428.668	0	0
FBgn0058100	394	212.811	5.17111	9.718
FBgn0264888	465	283.74	0	0
FBgn0037143	1446	1264.31	0.089565	1
FBgn0262510	501	319.709	1.71718	4.848
FBgn0263771	276	94.879	0	0
FBgn0053315	421	239.777	0	0
FBgn0050029	480	298.737	0	0
FBgn0085791	1041	859.307	0.036	0.273
FBgn0085804	252	70.902	0	0
FBgn0267876	766	584.604	0.00026	0.001
FBgn0267494	656	474.634	0	0
FBgn0085792	1211	1029.31	1.42817	12.982
FBgn0053013	2636	2454.31	0	0
FBgn0266211	1668	1486.31	1.75231	23
FBgn0265141	1303	1121.31	0	0
FBgn0051292	440.623	259.381	0.018737	0.043
FBgn0053294	1989.75	1808.06	2.69307	43
FBgn0000280	166	13.238	0	0
FBgn0262885	102	39.832	0	0
FBgn0011812	456	274.744	0	0
FBgn0265533	384.5	203.305	0	0
FBgn0052496	778	596.598	1.73514	9.142
FBgn0052009	2998.19	2816.5	0.81715	20.324
FBtr0347033	1076	894.307	0	0
FBgn0262688	493	311.714	0	0
FBgn0053222	541.068	359.755	3.18075	10.106
FBgn0266940	581	399.678	0	0
FBgn0262565	802	620.583	0.18247	1
FBgn0263002	361	179.829	0	0
FBgn0084049	531	349.69	15.9574	49.278
FBgn0263211	352	170.832	0.000931	0.001
FBgn0267872	775	593.6	0.000261	0.001
FBgn0262031	330	148.839	39.8871	52.428
FBgn0267014	274	92.881	7.50066	6.152
FBgn0039987	184	16.581	0	0
FBgn0261640	810	628.58	0.619342	3.438
FBgn0052761	71	24.238	0	0
FBgn0267863	274	92.881	0	0
FBgn0052034	74	25.631	0	0
FBgn0262795	735	553.614	0	0
FBgn0261856	450	268.747	0.007021	0.017
FBgn0051485	73	25.138	0	0
FBgn0267610	864	682.533	0	0
FBgn0262851	1188	1006.31	9.18478	81.622
FBgn0053416	143	54.535	0	0
FBgn0267520	357	175.831	1.60302	2.489
FBgn0085765	30	11.011	0	0
FBgn0267424	659	477.634	0	0
FBgn0030116	1305	1123.31	0	0
FBgn0031135	363	181.828	0	0
FBgn0263213	224	43.895	0	0
FBgn0267878	266	84.888	0	0
FBgn0058441	177	13.59	0	0
FBgn0267864	485	303.722	0.00015	0
FBgn0085500	687	505.633	0	0
FBgn0085784	479	297.73	0.00354	0.009
FBgn0262848	1188	1006.31	9.24325	82.142
FBgn0063924	307	125.851	1.52359	1.693
FBgn0262616	554	372.685	0	0
FBgn0267891	718	536.621	0.00051	0.002
FBgn0053491	369	187.826	0.002316	0.004
FBgn0050374	600	418.675	1.6228	6
FBtr0347034	740	558.609	0	0
FBgn0267898	414	232.785	0.000301	0.001
FBgn0260469	919.053	737.562	0.556872	3.627
FBgn0267874	253	71.901	0	0
FBgn0030243	4715.1	4533.41	34.6951	1389
FBgn0032269	1866.98	1685.28	0.067192	1
FBgn0266369	2930	2748.31	20.6013	500
FBgn0032596	776.497	595.096	186.859	982
FBgn0033770	673	491.635	0	0
FBgn0259237	2786	2604.31	0	0
FBgn0013685	525	343.694	1.97683	6
FBgn0031021	768	586.604	59.2631	307
FBgn0033491	3329	3147.31	6.02902	167.57
FBgn0051141	961	779.47	0	0
FBgn0284082	778	596.598	0	0
FBgn0036396	1352	1170.31	8.46879	87.525
FBgn0036641	882.806	701.321	39.0741	242
FBgn0027594	4471.83	4290.14	133.109	5043
FBgn0261954	7820.52	7638.83	48.1167	3245.88
FBgn0029987	639	457.643	0.989746	4
FBgn0031660	1138.35	956.66	151.51	1280
FBgn0038619	938.051	756.552	20.2062	135
FBgn0001341	3680	3498.31	8.22179	254
FBgn0037541	7050.1	6868.4	27.7851	1685.3
FBgn0016701	1149.01	967.39	61.8048	528
FBgn0039110	1769.52	1587.82	67.1798	942
FBgn0038839	2837.5	2655.81	0	0
FBgn0264307	3337.69	3155.99	9.39274	261.781
FBgn0263355	3558.26	3376.56	38.9607	1161.75
FBgn0032482	2176.61	1994.92	155.587	2741
FBgn0050082	843	661.565	0	0
FBgn0033698	5896	5714.31	20.1137	1015
FBgn0032240	530	348.691	141.858	436.822
FBgn0029925	1070	888.307	25.2402	198
FBgn0039017	1757	1575.31	7.97899	111
FBgn0259711	908	726.512	12.625	81
FBgn0051140	5736.34	5554.65	7.60401	373
FBgn0036813	1221	1039.31	49.0297	450
FBgn0004379	2915.55	2733.86	24.8523	600
FBgn0036158	782	600.596	0	0
FBgn0031816	1999.27	1817.58	12.6472	203
FBgn0034923	1674.67	1492.98	30.9842	408.512
FBgn0039582	1151	969.307	0	0
FBgn0051635	6335.57	6153.88	9.86294	536
FBgn0263117	5200.04	5018.35	0.052924	2.345
FBgn0030259	717	535.621	0.211413	1
FBgn0029858	2037.79	1856.1	12.5723	206.075
FBgn0260745	2912.77	2731.08	180.362	4350
FBgn0015791	1154.69	973.003	136.28	1171
FBgn0051453	1564.84	1383.15	67.8697	829
FBgn0025574	2069.46	1887.77	21.2946	355
FBgn0039637	3177.66	2995.97	77.899	2061
FBgn0023095	4718.25	4536.55	1.49767	60
FBgn0014022	1444	1262.31	16.4163	183
FBgn0035134	1243	1061.31	1.17366	11
FBgn0044826	3595.89	3414.2	70.1806	2116
FBgn0030937	1405	1223.31	0	0
FBgn0085213	715	533.622	0.212206	1
FBgn0039875	2415.74	2234.04	69.8977	1379
FBgn0037736	4032.31	3850.62	0.235261	8
FBgn0024732	2153	1971.31	21.0241	366
FBgn0053700	1116	934.307	0	0
FBgn0260747	999.567	818.004	230.627	1666
FBgn0038011	1767	1585.31	0	0
FBgn0066365	2783.6	2601.9	0.04352	1
FBgn0039863	5863.4	5681.71	36.6118	1837
FBgn0037721	843.323	661.888	1.36866	8
FBgn0036459	2408	2226.31	0	0
FBgn0038291	1731	1549.31	14.9102	204
FBgn0001114	3262.38	3080.69	1023.72	27850.9
FBgn0262894	324	142.842	0	0
FBgn0015772	4933.21	4751.52	13.2982	558
FBgn0030873	1712.47	1530.77	96.4623	1304
FBgn0086675	7201.89	7020.2	0.126205	7.823
FBgn0038223	4231.17	4049.47	10.9286	390.817
FBgn0027081	2317.86	2136.16	233.084	4397
FBgn0043458	3245.12	3063.43	58.5701	1584.5
FBgn0262010	471	289.735	0	0
FBgn0259963	337	155.836	0	0
FBgn0010238	2156	1974.31	115.227	2009
FBgn0034184	3037.97	2856.28	34.967	882
FBgn0000018	1794	1612.31	21.4211	305
FBgn0032809	910	728.512	1.24349	8
FBgn0036605	513	331.702	0.588334	1.723
FBgn0052280	1130.99	949.301	41.7498	350.001
FBgn0000055	1194.27	1012.57	0.178477	1.596
FBgn0033657	3918	3736.31	0.121229	4
FBgn0035421	1684	1502.31	21.6328	287
FBgn0030666	1632.46	1450.77	0.710118	9.098
FBgn0011202	4117.09	3935.39	37.0898	1289
FBgn0050091	1681	1499.31	0.075527	1
FBgn0033260	3382.63	3200.93	33.9967	961
FBgn0283427	8586.51	8404.82	838.151	62210
FBgn0033740	2221.35	2039.66	18.7651	338
FBgn0011725	2758.82	2577.12	27.6335	628.899
FBgn0034377	761	579.604	0.586111	3
FBgn0284248	680.993	499.626	810.256	3575
FBgn0040674	712.5	531.1	0	0
FBgn0036323	1637	1455.31	0	0
FBgn0038260	1973	1791.31	2.40217	38
FBgn0034617	1987	1805.31	11.9177	190
FBgn0262018	7567	7385.31	0	0
FBgn0031873	840	658.568	22.009	128
FBgn0032366	866	684.531	0	0
FBgn0035241	4589.19	4407.5	0.721014	28.064
FBgn0260049	2272.13	2090.44	170.741	3152
FBgn0015558	4438.6	4256.91	0.665023	25.001
FBgn0267875	162	16.752	0	0
FBgn0003870	4166.42	3984.72	29.8956	1052
FBgn0053061	1277.9	1096.21	0.103299	1
FBgn0041181	4928	4746.31	0.023858	1
FBgn0039778	933	751.505	0	0
FBgn0014455	1600.81	1419.12	248	3108
FBgn0030462	936.667	755.156	0	0
FBgn0051832	762	580.604	0	0
FBgn0000259	1573.71	1392.09	124.197	1526.82
FBgn0261581	717.5	536.106	0	0
FBgn0039271	836	654.568	8.4768	49
FBgn0031463	1194	1012.31	0	0
FBgn0014006	4618.71	4437.02	32.667	1280
FBgn0037150	1456	1274.31	15.1954	171
FBgn0030294	1628	1446.31	12.8403	164
FBgn0036039	2150.53	1968.84	13.969	242.876
FBgn0029676	2017.34	1835.65	72.4805	1174.95
FBgn0037475	1444.5	1262.81	0	0
FBgn0052076	1529	1347.31	27.9878	333
FBgn0058354	1400	1218.31	2.85038	30.667
FBgn0033738	3602.56	3420.87	41.4768	1253
FBgn0064126	1580.04	1398.35	46.918	579.38
FBgn0039115	970	788.46	18.1691	126.509
FBgn0010356	2362	2180.31	20.7227	399
FBgn0051100	2434.88	2253.19	0.100513	2
FBgn0263249	318	136.846	0	0
FBgn0039635	1174.92	993.294	186.735	1638
FBgn0050010	708.596	527.219	4.29565	20
FBgn0034495	1429	1247.31	16.1598	178
FBgn0005617	3840.15	3658.46	28.5689	923
FBgn0030703	1448.26	1266.57	111.041	1242
FBgn0036574	4096.06	3914.36	15.1493	523.675
FBgn0038742	1418	1236.31	82.2508	898
FBgn0003162	1642.04	1460.35	5.8156	75
FBgn0046999	672	490.634	0.230799	1
FBgn0037345	831	649.569	18.653	107
FBgn0037050	1511.9	1330.21	10.641	125
FBgn0029783	1121.45	939.753	8.79628	73.001
FBgn0261269	3722.33	3540.63	5.30906	166
FBgn0264270	2291.46	2109.76	47.1773	878.974
FBgn0259822	5700.65	5518.96	0.022154	1.079
FBgn0034035	1562	1380.31	30.1079	367
FBgn0039270	868	686.53	12.8655	78
FBgn0031626	1990	1808.31	0	0
FBgn0051324	1936.55	1754.86	54.1878	839.756
FBgn0260858	1469	1287.31	51.4593	585
FBgn0031874	1728.72	1547.03	5.93147	81.034
FBgn0262719	7923.37	7741.68	0.292746	20.014
FBgn0082831	6729.16	6547.47	31.3729	1814
FBgn0259239	3472.09	3290.4	0.103244	3
FBgn0036146	755	573.606	4.73276	23.974
FBgn0035073	3322	3140.31	15.7404	436.514
FBgn0020371	789	607.59	0	0
FBgn0032845	1542.66	1360.97	5.49145	66
FBgn0283651	4406.85	4225.15	0.67002	25
FBgn0267824	2632	2450.31	33.8736	732.979
FBgn0069973	900.181	718.693	16.3863	104
FBgn0036301	1709	1527.31	17.5716	237
FBgn0265048	4744	4562.31	163.069	6570
FBgn0261057	237.5	57.14	0	0
FBgn0052564	1448	1266.31	0.089423	1
FBgn0030797	1039.41	857.9	14.6156	110.729
FBgn0001296	2185.25	2003.56	4.06931	72
FBgn0259972	1093	911.307	0.152981	1.231
FBgn0053986	871	689.525	0	0
FBgn0032435	2743	2561.31	0.088422	2
FBgn0033905	1134.29	952.6	20.8026	175
FBgn0029539	639.555	458.198	0.000299	0.002
FBgn0030502	2962.96	2781.27	73.9463	1816.22
FBgn0032554	1230	1048.4	0	0
FBgn0036410	2288.73	2107.04	0.483683	9
FBgn0025390	6068.87	5887.18	3.7729	196.151
FBgn0038394	1047	865.307	1.06186	8.114
FBgn0029715	1083.41	901.718	69.9479	557
FBgn0034911	6361	6179.31	0.183253	10
FBgn0026063	2066	1884.31	1.09486	18.219
FBgn0032375	787.575	606.168	0.186809	1
FBgn0033665	1878	1696.31	10.4138	156
FBgn0085380	3223	3041.31	0	0
FBgn0037493	813	631.579	0	0
FBgn0053701	315	133.848	0	0
FBgn0032189	1259	1077.31	11.0367	105
FBgn0033726	683	501.633	0	0
FBgn0037526	2192.89	2011.2	7.31431	129.909
FBgn0028902	2092.59	1910.9	0.237035	4
FBgn0050289	1164	982.307	0.115277	1
FBgn0038131	1100	918.307	0	0
FBgn0004910	2728.17	2546.48	0.088936	2
FBgn0037715	1039.99	858.293	19.79	149.999
FBgn0038151	1571	1389.31	0	0
FBgn0005391	1583.75	1402.06	0.080765	1
FBgn0265416	4441.85	4260.16	0.053611	2.017
FBgn0033115	1377.16	1195.47	16.2922	172
FBgn0029587	2943.11	2761.41	1.30036	31.711
FBgn0034300	5059.09	4877.4	13.9765	602
FBgn0265464	2788	2606.31	6.56057	151
FBgn0036112	761	579.604	0	0
FBgn0262730	8113.3	7931.6	26.4376	1851.79
FBgn0262512	659	477.634	90.0905	380
FBgn0015279	4412.89	4231.19	56.6831	2118
FBgn0039831	2818.01	2636.31	67.8182	1578.89
FBgn0261673	1855.06	1673.37	6.83471	101.001
FBgn0026570	1226.02	1044.33	47.3845	437
FBgn0031574	3462.1	3280.4	8.25014	239
FBgn0036761	1779.88	1598.19	52.7152	744
FBgn0085385	5875	5693.31	0.009772	0.491
FBgn0027296	2031.49	1849.8	9.97825	163
FBgn0033259	2863	2681.31	30.0271	711
FBgn0033616	1893	1711.31	9.59468	145
FBgn0030224	1034	852.307	0	0
FBgn0016685	915.997	734.506	358.75	2327
FBgn0003888	2516.66	2334.97	362.144	7467.45
FBgn0025381	2146.3	1964.61	350.634	6083.31
FBgn0052667	368	186.827	1.81833	3
FBgn0031771	1556.44	1374.75	125.529	1523.97
FBgn0042133	1168	986.307	4.822	42
FBgn0028546	1068.35	886.656	86.8448	680
FBgn0037620	1159	977.307	2.20147	19
FBgn0086710	477.181	295.912	3136	8195
FBgn0036028	1427	1245.31	10.548	116
FBgn0000046	1641.84	1460.15	1.36355	17.583
FBgn0034568	3378.48	3196.79	0.495912	14
FBgn0035464	2240.05	2058.36	51.8227	942
FBgn0032331	1716	1534.31	0.221411	3
FBgn0261380	1356	1174.31	24.8787	258
FBgn0039196	1506	1324.31	0	0
FBgn0051683	1880.12	1698.43	5.11943	76.786
FBgn0011754	2931.16	2749.47	29.0602	705.597
FBgn0003250	1349	1167.31	0.097007	1
FBgn0028872	1850.33	1668.64	0	0
FBgn0003975	3463	3281.31	0.13804	4
FBgn0040751	379	197.822	24.3699	42.573
FBgn0039958	2074.09	1892.4	28.3462	473.714
FBgn0034201	544.488	363.22	0.311757	1
FBgn0032390	842.461	661.026	65.9527	385
FBgn0031144	1958.68	1776.98	45.5631	715
FBgn0037481	943	761.497	22.1569	149
FBgn0033457	1060.01	878.316	24.4959	190
FBgn0037974	1249.6	1067.91	26.1314	246.438
FBgn0038033	1754	1572.31	0.042951	0.596
FBgn0029689	2699	2517.31	12.5054	278
FBgn0036784	2074	1892.31	0	0
FBgn0085458	750	568.606	0	0
FBgn0033787	1111.83	930.133	5.72194	47
FBgn0031955	5710.13	5528.44	0.368689	18
FBgn0054011	1090	908.307	0	0
FBgn0051092	4023.58	3841.89	7.20812	244.555
FBgn0003218	5091.31	4909.62	14.3922	624.001
FBgn0029687	2568.06	2386.37	79.4599	1674.54
FBgn0033460	4654.36	4472.67	51.5214	2035
FBgn0039664	1341.3	1159.6	9.28634	95.097
FBgn0037802	1114	932.307	6.80173	56
FBgn0014002	2080.18	1898.48	933.873	15656.9
FBgn0051454	1736	1554.31	0.218562	3
FBgn0046886	1227	1045.31	0	0
FBgn0261060	329	147.84	0	0
