Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0038788	1238	327	408	1040	343	404	624	511	581	530	480	495	536.86	572	502	0.876	-0.192	-1.348	0.177535849155107	0.565967003731046	0.0048	0.0187	0.0125	0.0125	TRUE	0.0965
FBgn0038789	0	0	0	0	2	0	0	0	0	0	3	0	0.47	0	1	4.696	2.231	0.571	0.567852434824081	NA	10	6.7691	9.4244	9.4244	TRUE	0.975
FBgn0038790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0038795	0	1	0	0	0	0	0	2	0	0	0	0	0.26	1	0	0.404	-1.309	-0.323	0.746872946646828	NA	0	12.106	10	10	TRUE	0.6584
FBgn0038796	1	0	0	3	0	0	1	0	0	2	0	0	0.34	0	1	1.694	0.76	0.201	0.840974391172148	NA	0	9.307	8.6412	8.6412	TRUE	1.2298
FBgn0038797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0038798	2	0	0	0	0	0	1	0	0	0	0	0	0.17	0	0	0.36	-1.475	-0.364	0.715865741559796	NA	0	18.7747	10	10	TRUE	0.4415
FBgn0038799	0	1	0	1	0	0	0	2	0	1	0	0	0.35	1	0	0.748	-0.418	-0.11	0.91216616906422	NA	0	9.1309	8.5736	8.5736	TRUE	0.6602
FBgn0038803	869	280	314	865	417	427	438	438	447	441	583	523	478.4	441	516	1.165	0.22	1.429	0.152901789840466	0.525828664906963	0.0089	0.0194	0.0148	0.0148	TRUE	0.2056
FBgn0038804	172	50	61	256	115	124	87	78	87	131	161	152	115.84	84	148	1.742	0.8	3.617	0.00029790309610598	0.00543734196109828	0	0.04	0.0254	0.0254	TRUE	0.1326
FBgn0038805	1173	354	441	1955	707	843	591	553	628	997	989	1033	798.57	591	1006	1.702	0.768	6.29	3.16780095105217e-10	2.15386282984898e-08	0	0.0168	0.0093	0.0093	TRUE	0.0324
FBgn0038806	495	170	196	427	217	220	249	266	279	218	304	270	264.2	265	264	0.99	-0.014	-0.076	0.939730211814003	0.987324827342959	0.0133	0.0248	0.02	0.02	TRUE	0.298
FBgn0038808	750	164	234	728	233	285	378	256	333	371	326	349	335.65	322	349	1.075	0.105	0.58	0.561928741427365	0.875163433252445	0.0174	0.0222	0.0203	0.0203	TRUE	0.3376
FBgn0038809	3887	1460	1542	3631	1419	1748	1958	2282	2197	1852	1985	2143	2069.24	2146	1993	0.929	-0.106	-0.871	0.383705700885112	0.790789440514569	0.005	0.0144	0.0101	0.0101	TRUE	0.0736
FBgn0038810	1594	557	623	1515	657	811	803	870	888	773	919	994	874.42	854	895	1.047	0.067	0.474	0.635670058319181	0.906440570133884	0.009	0.0164	0.0131	0.0131	TRUE	0.1824
FBgn0038811	768	206	251	572	240	279	387	322	358	292	336	342	339.29	356	323	0.9	-0.151	-0.948	0.342916209195667	0.760710255172028	0.0061	0.0221	0.0152	0.0152	TRUE	0.0944
FBgn0038814	6	1	2	12	4	3	3	2	3	6	6	4	3.8	3	5	2.02	1.014	0.966	0.334221201797467	NA	0	0.8408	0.4929	0.4929	TRUE	0.1174
FBgn0038815	262	90	91	469	157	167	132	141	130	239	220	205	177.62	134	221	1.659	0.731	3.945	7.98599582817782e-05	0.00178273846720752	0	0.0306	0.0183	0.0183	TRUE	0.0653
FBgn0038816	776	309	301	767	300	269	391	483	429	391	420	330	407.18	434	380	0.88	-0.185	-1.141	0.253827151545138	0.666913993750012	0.0101	0.0206	0.0163	0.0163	TRUE	0.145
FBgn0038818	4	2	1	5	0	2	2	3	1	3	0	2	1.93	2	2	0.822	-0.283	-0.191	0.84872916576494	NA	0	1.6469	1.0572	1.0572	TRUE	0.3513
FBgn0038819	2	1	0	0	0	1	1	2	0	0	0	1	0.63	1	0	0.434	-1.206	-0.441	0.658928784943146	NA	0	4.9918	3.8484	3.8484	TRUE	0.5431
FBgn0038820	1	0	0	3	0	1	1	0	0	2	0	1	0.54	0	1	2.741	1.455	0.517	0.605170974610423	NA	0	5.8117	4.2747	4.2747	TRUE	0.2897
FBgn0038821	3	2	2	3	2	3	2	3	3	2	3	4	2.58	3	3	1.082	0.114	0.091	0.927855964547628	NA	0	1.2329	0.7129	0.7129	TRUE	0.3791
FBgn0038826	6200	1505	1181	5699	1166	1231	3123	2352	1683	2906	1631	1509	2200.56	2386	2015	0.845	-0.243	-0.95	0.342224955950983	0.759748179901759	0.1004	0.0143	0.0467	0.0467	TRUE	0.3901
FBgn0038827	923	258	296	1033	323	338	465	403	422	527	452	414	447.11	430	464	1.08	0.112	0.715	0.474374016039895	0.839634972358556	0.009	0.0199	0.0151	0.0151	TRUE	0.1758
FBgn0038828	13	4	2	30	8	8	7	6	3	15	11	10	8.66	5	12	2.282	1.19	1.628	0.103625895781431	0.435580865372913	0	0.3767	0.2462	0.2462	TRUE	0.3568
FBgn0038829	1291	457	458	1351	597	727	650	714	653	689	835	891	738.67	672	805	1.195	0.257	1.771	0.076478902710491	0.36682691784725	0.0095	0.0171	0.0137	0.0137	TRUE	0.2023
FBgn0038830	219	67	81	235	71	79	110	105	115	120	99	97	107.73	110	105	0.965	-0.051	-0.227	0.820390208509545	0.960816010078272	0	0.0421	0.0266	0.0266	TRUE	0.1793
FBgn0038832	853	252	289	129	52	65	430	394	412	66	73	80	242.24	412	73	0.174	-2.522	-13.706	9.30026589519059e-43	6.90312236070522e-40	0	0.0258	0.0163	0.0163	TRUE	0.097
FBgn0038833	0	0	0	3	0	0	0	0	0	2	0	0	0.25	0	1	3.066	1.616	0.399	0.689547404216147	NA	0	12.3669	10	10	TRUE	1.2209
FBgn0038834	41492	11755	16581	37720	12945	17051	20898	18371	23626	19235	18106	20899	20189.14	20965	19413	0.926	-0.111	-0.866	0.386529503811001	0.792056750586339	0.0108	0.013	0.0118	0.0118	TRUE	0.1504
FBgn0038837	9	2	2	11	3	3	5	3	3	6	4	4	4	4	5	1.263	0.337	0.337	0.735961557168376	NA	0	0.8006	0.4634	0.4634	TRUE	0.2136
FBgn0038838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0038839	1	0	0	1	1	0	1	0	0	1	1	0	0.4	0	1	1.719	0.781	0.247	0.80520064483389	NA	0	7.8476	5.5416	5.5416	TRUE	0.1902
FBgn0038840	2	1	0	2	0	0	1	2	0	1	0	0	0.6	1	0	0.551	-0.86	-0.312	0.755155117733868	NA	0	5.2773	4.0046	4.0046	TRUE	0.534
FBgn0038842	3756	1153	1288	3413	1019	1152	1892	1802	1835	1740	1425	1412	1684.43	1843	1526	0.829	-0.27	-2.113	0.0345765338848889	0.224797946943581	0.0068	0.0147	0.0111	0.0111	TRUE	0.1886
FBgn0038845	1	0	0	3	1	2	1	0	0	2	1	2	0.98	0	2	5.06	2.339	1.107	0.268385338619599	NA	0	3.2251	2.0402	2.0402	TRUE	0.0827
FBgn0038846	28	7	8	25	10	7	14	11	11	13	14	9	11.96	12	12	0.956	-0.065	-0.11	0.912771453791523	0.98058802785202	0	0.2762	0.1696	0.1696	TRUE	0.1697
FBgn0038847	1	0	0	0	0	0	1	0	0	0	0	0	0.08	0	0	0.506	-0.982	-0.242	0.809054835068777	NA	0	37.5366	10	10	TRUE	0.1276
FBgn0038849	4	1	1	4	0	1	2	2	1	2	0	1	1.38	2	1	0.707	-0.501	-0.293	0.76955317051917	NA	0	2.2987	1.3756	1.3756	TRUE	0.6008
FBgn0038850	3	0	1	3	1	2	2	0	1	2	1	2	1.39	1	2	1.667	0.738	0.432	0.665629824297665	NA	0	2.2856	1.3189	1.3189	TRUE	0.2261
FBgn0038851	45	17	15	31	19	15	23	27	21	16	27	18	21.9	24	20	0.844	-0.244	-0.534	0.593559927701726	0.887649139697663	0	0.1567	0.1027	0.1027	TRUE	0.3325
FBgn0038852	18	8	6	17	9	12	9	13	9	9	13	15	11.01	10	12	1.183	0.242	0.385	0.700097946883248	0.928000520197458	0	0.2988	0.1882	0.1882	TRUE	0.4299
FBgn0038853	4054	1446	1442	3412	1502	1655	2042	2260	2055	1740	2101	2029	2037.6	2119	1957	0.923	-0.116	-0.94	0.347016468618697	0.764311495051122	0.0057	0.0144	0.0105	0.0105	TRUE	0.1172
FBgn0038854	1957	663	689	1924	736	859	986	1036	982	981	1029	1053	1011.16	1001	1021	1.02	0.028	0.245	0.806537751779129	0.95696320282201	0	0.016	0.0083	0.0083	TRUE	0.0151
FBgn0038855	1325	443	510	1112	521	591	667	692	727	567	729	724	684.42	695	673	0.965	-0.051	-0.344	0.731008442786135	0.934706306204356	0.0101	0.0174	0.0142	0.0142	TRUE	0.2433
FBgn0038857	770	235	319	754	278	330	388	367	455	384	389	404	397.9	403	392	0.974	-0.038	-0.252	0.801321864365403	0.955727617287445	0.0027	0.0208	0.0134	0.0134	TRUE	0.131
FBgn0038858	237	82	100	351	110	140	119	128	142	179	154	172	149.07	130	168	1.308	0.388	1.949	0.0513107502968502	0.286895701753952	0	0.034	0.0213	0.0213	TRUE	0.0696
FBgn0038859	0	0	3	4	0	0	0	0	4	2	0	0	1.05	1	1	0.57	-0.812	-0.31	0.756537277394603	NA	10	3.0059	3.8794	3.8794	TRUE	1.8854
FBgn0038860	332	135	154	379	136	113	167	211	219	193	190	139	186.6	199	174	0.884	-0.177	-0.833	0.405058238943037	0.805850988339154	0.0222	0.0297	0.0268	0.0268	TRUE	0.3191
FBgn0038861	198	53	95	243	88	97	100	83	135	124	123	119	113.97	106	122	1.155	0.207	0.867	0.385941072406857	0.792056750586339	0.0135	0.0405	0.0318	0.0318	TRUE	0.4835
FBgn0038862	1514	506	538	1376	539	640	763	791	767	702	754	784	759.99	774	747	0.964	-0.052	-0.43	0.667206436035426	0.914278111656545	0	0.017	0.0093	0.0093	TRUE	0.0361
FBgn0038865	594	212	268	315	121	155	299	331	382	161	169	190	255.37	337	173	0.514	-0.961	-5.378	7.53270066013643e-08	3.337998247753e-06	0.0089	0.0252	0.0184	0.0184	TRUE	0.1477
FBgn0038866	74	25	25	104	19	29	37	39	36	53	27	36	37.85	37	39	1.058	0.081	0.214	0.830623295219874	0.963341977881699	0.0445	0.0961	0.0769	0.0769	TRUE	0.5781
FBgn0038868	945	325	352	900	351	455	476	508	502	459	491	558	498.83	495	503	1.014	0.02	0.14	0.888523867025396	0.97751958003677	0.0042	0.0192	0.0124	0.0124	TRUE	0.1067
FBgn0038869	913	321	415	712	365	387	460	502	591	363	511	474	483.46	518	449	0.866	-0.208	-1.168	0.242978676206943	0.653248134311874	0.0223	0.0194	0.0206	0.0206	TRUE	0.3568
FBgn0038870	1325	470	547	1546	672	762	667	735	779	788	940	934	807.26	727	887	1.221	0.288	2.079	0.0375761049860916	0.237305449315075	0.0073	0.0167	0.0124	0.0124	TRUE	0.1209
FBgn0038871	280	106	135	367	97	141	141	166	192	187	136	173	165.78	166	165	1.01	0.014	0.064	0.948600370297913	0.989829369522436	0.0202	0.0318	0.0274	0.0274	TRUE	0.2332
FBgn0038872	3791	1236	1229	2857	1206	1338	1909	1932	1751	1457	1687	1640	1729.31	1864	1595	0.854	-0.228	-1.928	0.0538333860149014	0.292249368163143	0.0039	0.0147	0.0094	0.0094	TRUE	0.0718
FBgn0038873	34	22	18	43	14	17	17	34	26	22	20	21	23.25	26	21	0.84	-0.251	-0.545	0.585903198885624	0.88421548500072	0	0.1483	0.1071	0.1071	TRUE	0.2094
